0,1,2,3,4,5,6
4,+35.539,53,3,Mika Häkkinen,McLaren,2001 Japanese Grand Prix
5,+36.544,53,2,Rubens Barrichello,Ferrari,2001 Japanese Grand Prix
6,+37.122,53,1,Ralf Schumacher,Williams,2001 Japanese Grand Prix
7,+1:37.102,53,0,Jenson Button,Benetton,2001 Japanese Grand Prix
8,+1 Lap,52,0,Jarno Trulli,Jordan,2001 Japanese Grand Prix
9,+1 Lap,52,0,Nick Heidfeld,Sauber,2001 Japanese Grand Prix
10,+1 Lap,52,0,Jacques Villeneuve,BAR,2001 Japanese Grand Prix
11,+1 Lap,52,0,Fernando Alonso,Minardi,2001 Japanese Grand Prix
12,+1 Lap,52,0,Heinz-Harald Frentzen,Prost,2001 Japanese Grand Prix
13,+2 Laps,51,0,Olivier Panis,BAR,2001 Japanese Grand Prix
14,+2 Laps,51,0,Enrique Bernoldi,Arrows,2001 Japanese Grand Prix
15,+2 Laps,51,0,Jos Verstappen,Arrows,2001 Japanese Grand Prix
16,+3 Laps,50,0,Alex Yoong,Minardi,2001 Japanese Grand Prix
17,Gearbox,47,0,Giancarlo Fisichella,Benetton,2001 Japanese Grand Prix
,Oil leak,45,0,Pedro de la Rosa,Jaguar,2001 Japanese Grand Prix
,Brakes,42,0,Tomáš Enge,Prost,2001 Japanese Grand Prix
,Fuel rig,24,0,Eddie Irvine,Jaguar,2001 Japanese Grand Prix
,Collision,5,0,Kimi Räikkönen,Sauber,2001 Japanese Grand Prix
,Collision,5,0,Jean Alesi,Jordan,2001 Japanese Grand Prix
1,1:35:36.792,58,10,Michael Schumacher,Ferrari,2002 Australian Grand Prix
2,+18.628,58,6,Juan Pablo Montoya,Williams,2002 Australian Grand Prix
3,+25.067,58,4,Kimi Räikkönen,McLaren,2002 Australian Grand Prix
4,+1 Lap,57,3,Eddie Irvine,Jaguar,2002 Australian Grand Prix
5,+2 Laps,56,2,Mark Webber,Minardi,2002 Australian Grand Prix
6,+2 Laps,56,1,Mika Salo,Toyota,2002 Australian Grand Prix
7,+3 Laps,55,0,Alex Yoong,Minardi,2002 Australian Grand Prix
8,+5 Laps,53,0,Pedro de la Rosa,Jaguar,2002 Australian Grand Prix
,Gearbox,33,0,David Coulthard,McLaren,2002 Australian Grand Prix
,Broken wing,27,0,Jacques Villeneuve,BAR,2002 Australian Grand Prix
,Disqualified,16,0,Heinz-Harald Frentzen,Arrows,2002 Australian Grand Prix
,Disqualified,15,0,Enrique Bernoldi,Arrows,2002 Australian Grand Prix
,Electrical,12,0,Takuma Sato,Jordan,2002 Australian Grand Prix
,Spun off,8,0,Jarno Trulli,Renault,2002 Australian Grand Prix
,Collision,0,0,Olivier Panis,BAR,2002 Australian Grand Prix
,Collision,0,0,Nick Heidfeld,Sauber,2002 Australian Grand Prix
,Collision,0,0,Ralf Schumacher,Williams,2002 Australian Grand Prix
,Collision,0,0,Rubens Barrichello,Ferrari,2002 Australian Grand Prix
,Collision,0,0,Giancarlo Fisichella,Jordan,2002 Australian Grand Prix
,Collision,0,0,Jenson Button,Renault,2002 Australian Grand Prix
,Collision,0,0,Felipe Massa,Sauber,2002 Australian Grand Prix
,Collision,0,0,Allan McNish,Toyota,2002 Australian Grand Prix
1,1:34:12.912,56,10,Ralf Schumacher,Williams,2002 Malaysian Grand Prix
2,+39.700,56,6,Juan Pablo Montoya,Williams,2002 Malaysian Grand Prix
3,+1:01.795,56,4,Michael Schumacher,Ferrari,2002 Malaysian Grand Prix
4,+1:09.767,56,3,Jenson Button,Renault,2002 Malaysian Grand Prix
5,+1 Lap,55,2,Nick Heidfeld,Sauber,2002 Malaysian Grand Prix
6,+1 Lap,55,1,Felipe Massa,Sauber,2002 Malaysian Grand Prix
7,+1 Lap,55,0,Allan McNish,Toyota,2002 Malaysian Grand Prix
8,+1 Lap,55,0,Jacques Villeneuve,BAR,2002 Malaysian Grand Prix
9,+2 Laps,54,0,Takuma Sato,Jordan,2002 Malaysian Grand Prix
10,+2 Laps,54,0,Pedro de la Rosa,Jaguar,2002 Malaysian Grand Prix
11,+2 Laps,54,0,Heinz-Harald Frentzen,Arrows,2002 Malaysian Grand Prix
12,+3 Laps,53,0,Mika Salo,Toyota,2002 Malaysian Grand Prix
13,+3 Laps,53,0,Giancarlo Fisichella,Jordan,2002 Malaysian Grand Prix
,Engine,39,0,Rubens Barrichello,Ferrari,2002 Malaysian Grand Prix
,Electrical,34,0,Mark Webber,Minardi,2002 Malaysian Grand Prix
,Hydraulics,30,0,Eddie Irvine,Jaguar,2002 Malaysian Grand Prix
,Gearbox,29,0,Alex Yoong,Minardi,2002 Malaysian Grand Prix
,Engine,24,0,Kimi Räikkönen,McLaren,2002 Malaysian Grand Prix
,Fuel,20,0,Enrique Bernoldi,Arrows,2002 Malaysian Grand Prix
,Engine,15,0,David Coulthard,McLaren,2002 Malaysian Grand Prix
,Clutch,9,0,Olivier Panis,BAR,2002 Malaysian Grand Prix
,Overheating,9,0,Jarno Trulli,Renault,2002 Malaysian Grand Prix
1,1:31:43.662,71,10,Michael Schumacher,Ferrari,2002 Brazilian Grand Prix
2,+0.588,71,6,Ralf Schumacher,Williams,2002 Brazilian Grand Prix
3,+59.109,71,4,David Coulthard,McLaren,2002 Brazilian Grand Prix
4,+1:06.883,71,3,Jenson Button,Renault,2002 Brazilian Grand Prix
5,+1:07.563,71,2,Juan Pablo Montoya,Williams,2002 Brazilian Grand Prix
6,+1 Lap,70,1,Mika Salo,Toyota,2002 Brazilian Grand Prix
7,+1 Lap,70,0,Eddie Irvine,Jaguar,2002 Brazilian Grand Prix
8,+1 Lap,70,0,Pedro de la Rosa,Jaguar,2002 Brazilian Grand Prix
9,+2 Laps,69,0,Takuma Sato,Jordan,2002 Brazilian Grand Prix
10,Engine,68,0,Jacques Villeneuve,BAR,2002 Brazilian Grand Prix
11,+3 Laps,68,0,Mark Webber,Minardi,2002 Brazilian Grand Prix
12,Wheel rim,67,0,Kimi Räikkönen,McLaren,2002 Brazilian Grand Prix
13,+4 Laps,67,0,Alex Yoong,Minardi,2002 Brazilian Grand Prix
,Brakes,61,0,Nick Heidfeld,Sauber,2002 Brazilian Grand Prix
,Engine,60,0,Jarno Trulli,Renault,2002 Brazilian Grand Prix
,Collision,41,0,Felipe Massa,Sauber,2002 Brazilian Grand Prix
,Spun off,40,0,Allan McNish,Toyota,2002 Brazilian Grand Prix
,Gearbox,25,0,Olivier Panis,BAR,2002 Brazilian Grand Prix
,Suspension,25,0,Heinz-Harald Frentzen,Arrows,2002 Brazilian Grand Prix
,Suspension,19,0,Enrique Bernoldi,Arrows,2002 Brazilian Grand Prix
,Hydraulics,16,0,Rubens Barrichello,Ferrari,2002 Brazilian Grand Prix
,Engine,6,0,Giancarlo Fisichella,Jordan,2002 Brazilian Grand Prix
1,1:29:10.789,62,10,Michael Schumacher,Ferrari,2002 San Marino Grand Prix
2,+17.907,62,6,Rubens Barrichello,Ferrari,2002 San Marino Grand Prix
3,+19.755,62,4,Ralf Schumacher,Williams,2002 San Marino Grand Prix
4,+44.725,62,3,Juan Pablo Montoya,Williams,2002 San Marino Grand Prix
5,+1:23.395,62,2,Jenson Button,Renault,2002 San Marino Grand Prix
6,+1 Lap,61,1,David Coulthard,McLaren,2002 San Marino Grand Prix
7,+1 Lap,61,0,Jacques Villeneuve,BAR,2002 San Marino Grand Prix
8,+1 Lap,61,0,Felipe Massa,Sauber,2002 San Marino Grand Prix
9,+1 Lap,61,0,Jarno Trulli,Renault,2002 San Marino Grand Prix
10,+1 Lap,61,0,Nick Heidfeld,Sauber,2002 San Marino Grand Prix
11,+2 Laps,60,0,Mark Webber,Minardi,2002 San Marino Grand Prix
,Power loss,50,0,Enrique Bernoldi,Arrows,2002 San Marino Grand Prix
,Driveshaft,45,0,Eddie Irvine,Jaguar,2002 San Marino Grand Prix
,Exhaust,44,0,Kimi Räikkönen,McLaren,2002 San Marino Grand Prix
,Throttle,44,0,Olivier Panis,BAR,2002 San Marino Grand Prix
,Driveshaft,30,0,Pedro de la Rosa,Jaguar,2002 San Marino Grand Prix
,Gearbox,26,0,Mika Salo,Toyota,2002 San Marino Grand Prix
,Power loss,25,0,Heinz-Harald Frentzen,Arrows,2002 San Marino Grand Prix
,Hydraulics,19,0,Giancarlo Fisichella,Jordan,2002 San Marino Grand Prix
,Gearbox,5,0,Takuma Sato,Jordan,2002 San Marino Grand Prix
,107% Rule,0,0,Alex Yoong,Minardi,2002 San Marino Grand Prix
,Electrical,0,0,Allan McNish,Toyota,2002 San Marino Grand Prix
1,1:30:29.981,65,10,Michael Schumacher,Ferrari,2002 Spanish Grand Prix
2,+35.630,65,6,Juan Pablo Montoya,Williams,2002 Spanish Grand Prix
3,+42.623,65,4,David Coulthard,McLaren,2002 Spanish Grand Prix
4,+1:06.697,65,3,Nick Heidfeld,Sauber,2002 Spanish Grand Prix
5,+1:18.973,65,2,Felipe Massa,Sauber,2002 Spanish Grand Prix
6,+1:20.430,65,1,Heinz-Harald Frentzen,Arrows,2002 Spanish Grand Prix
7,+1 Lap,64,0,Jacques Villeneuve,BAR,2002 Spanish Grand Prix
8,+1 Lap,64,0,Allan McNish,Toyota,2002 Spanish Grand Prix
9,+1 Lap,64,0,Mika Salo,Toyota,2002 Spanish Grand Prix
10,Engine,63,0,Jarno Trulli,Renault,2002 Spanish Grand Prix
11,Engine,63,0,Ralf Schumacher,Williams,2002 Spanish Grand Prix
12,Hydraulics,60,0,Jenson Button,Renault,2002 Spanish Grand Prix
,Exhaust,43,0,Olivier Panis,BAR,2002 Spanish Grand Prix
,Hydraulics,41,0,Eddie Irvine,Jaguar,2002 Spanish Grand Prix
,Hydraulics,40,0,Enrique Bernoldi,Arrows,2002 Spanish Grand Prix
,Spun off,10,0,Takuma Sato,Jordan,2002 Spanish Grand Prix
,Hydraulics,5,0,Giancarlo Fisichella,Jordan,2002 Spanish Grand Prix
,Rear wing,4,0,Kimi Räikkönen,McLaren,2002 Spanish Grand Prix
,Spun off,2,0,Pedro de la Rosa,Jaguar,2002 Spanish Grand Prix
,Gearbox,0,0,Rubens Barrichello,Ferrari,2002 Spanish Grand Prix
,Safety,0,0,Alex Yoong,Minardi,2002 Spanish Grand Prix
,Safety,0,0,Mark Webber,Minardi,2002 Spanish Grand Prix
1,1:33:51.562,71,10,Michael Schumacher,Ferrari,2002 Austrian Grand Prix
2,+0.182,71,6,Rubens Barrichello,Ferrari,2002 Austrian Grand Prix
3,+17.730,71,4,Juan Pablo Montoya,Williams,2002 Austrian Grand Prix
4,+18.448,71,3,Ralf Schumacher,Williams,2002 Austrian Grand Prix
5,+49.965,71,2,Giancarlo Fisichella,Jordan,2002 Austrian Grand Prix
6,+50.672,71,1,David Coulthard,McLaren,2002 Austrian Grand Prix
7,+51.229,71,0,Jenson Button,Renault,2002 Austrian Grand Prix
8,+1:09.425,71,0,Mika Salo,Toyota,2002 Austrian Grand Prix
9,+1:09.718,71,0,Allan McNish,Toyota,2002 Austrian Grand Prix
10,+1 Lap,70,0,Jacques Villeneuve,BAR,2002 Austrian Grand Prix
11,+2 Laps,69,0,Heinz-Harald Frentzen,Arrows,2002 Austrian Grand Prix
12,+2 Laps,69,0,Mark Webber,Minardi,2002 Austrian Grand Prix
,Fuel pressure,44,0,Jarno Trulli,Renault,2002 Austrian Grand Prix
,Engine,42,0,Alex Yoong,Minardi,2002 Austrian Grand Prix
,Hydraulics,38,0,Eddie Irvine,Jaguar,2002 Austrian Grand Prix
,Collision,27,0,Nick Heidfeld,Sauber,2002 Austrian Grand Prix
,Collision,26,0,Takuma Sato,Jordan,2002 Austrian Grand Prix
,Engine,22,0,Olivier Panis,BAR,2002 Austrian Grand Prix
,Suspension,7,0,Felipe Massa,Sauber,2002 Austrian Grand Prix
,Engine,5,0,Kimi Räikkönen,McLaren,2002 Austrian Grand Prix
,Collision,2,0,Enrique Bernoldi,Arrows,2002 Austrian Grand Prix
,Throttle,0,0,Pedro de la Rosa,Jaguar,2002 Austrian Grand Prix
1,1:45:39.055,78,10,David Coulthard,McLaren,2002 Monaco Grand Prix
2,+1.050,78,6,Michael Schumacher,Ferrari,2002 Monaco Grand Prix
3,+1:07.450,78,4,Ralf Schumacher,Williams,2002 Monaco Grand Prix
4,+1 Lap,77,3,Jarno Trulli,Renault,2002 Monaco Grand Prix
5,+1 Lap,77,2,Giancarlo Fisichella,Jordan,2002 Monaco Grand Prix
6,+1 Lap,77,1,Heinz-Harald Frentzen,Arrows,2002 Monaco Grand Prix
7,+1 Lap,77,0,Rubens Barrichello,Ferrari,2002 Monaco Grand Prix
8,+2 Laps,76,0,Nick Heidfeld,Sauber,2002 Monaco Grand Prix
9,+2 Laps,76,0,Eddie Irvine,Jaguar,2002 Monaco Grand Prix
10,+2 Laps,76,0,Pedro de la Rosa,Jaguar,2002 Monaco Grand Prix
11,+2 Laps,76,0,Mark Webber,Minardi,2002 Monaco Grand Prix
12,+2 Laps,76,0,Enrique Bernoldi,Arrows,2002 Monaco Grand Prix
,Brakes,69,0,Mika Salo,Toyota,2002 Monaco Grand Prix
,Accident,63,0,Felipe Massa,Sauber,2002 Monaco Grand Prix
,Collision,51,0,Jenson Button,Renault,2002 Monaco Grand Prix
,Collision,51,0,Olivier Panis,BAR,2002 Monaco Grand Prix
,Engine,46,0,Juan Pablo Montoya,Williams,2002 Monaco Grand Prix
,Mechanical,44,0,Jacques Villeneuve,BAR,2002 Monaco Grand Prix
,Collision,41,0,Kimi Räikkönen,McLaren,2002 Monaco Grand Prix
,Accident,29,0,Alex Yoong,Minardi,2002 Monaco Grand Prix
,Spun off,22,0,Takuma Sato,Jordan,2002 Monaco Grand Prix
,Accident,15,0,Allan McNish,Toyota,2002 Monaco Grand Prix
1,1:33:36.111,70,10,Michael Schumacher,Ferrari,2002 Canadian Grand Prix
2,+1.132,70,6,David Coulthard,McLaren,2002 Canadian Grand Prix
3,+7.082,70,4,Rubens Barrichello,Ferrari,2002 Canadian Grand Prix
4,+37.563,70,3,Kimi Räikkönen,McLaren,2002 Canadian Grand Prix
5,+42.812,70,2,Giancarlo Fisichella,Jordan,2002 Canadian Grand Prix
6,+48.947,70,1,Jarno Trulli,Renault,2002 Canadian Grand Prix
7,Engine,70,0,Ralf Schumacher,Williams,2002 Canadian Grand Prix
8,+1 Lap,69,0,Olivier Panis,BAR,2002 Canadian Grand Prix
9,+1 Lap,69,0,Felipe Massa,Sauber,2002 Canadian Grand Prix
10,+1 Lap,69,0,Takuma Sato,Jordan,2002 Canadian Grand Prix
11,+1 Lap,69,0,Mark Webber,Minardi,2002 Canadian Grand Prix
12,+1 Lap,69,0,Nick Heidfeld,Sauber,2002 Canadian Grand Prix
13,+1 Lap,69,0,Heinz-Harald Frentzen,Arrows,2002 Canadian Grand Prix
14,+2 Laps,68,0,Alex Yoong,Minardi,2002 Canadian Grand Prix
15,Gearbox,65,0,Jenson Button,Renault,2002 Canadian Grand Prix
,Engine,56,0,Juan Pablo Montoya,Williams,2002 Canadian Grand Prix
,Spun off,45,0,Allan McNish,Toyota,2002 Canadian Grand Prix
,Brakes,41,0,Mika Salo,Toyota,2002 Canadian Grand Prix
,Overheating,41,0,Eddie Irvine,Jaguar,2002 Canadian Grand Prix
,Gearbox,29,0,Pedro de la Rosa,Jaguar,2002 Canadian Grand Prix
,Suspension,16,0,Enrique Bernoldi,Arrows,2002 Canadian Grand Prix
,Oil pressure,8,0,Jacques Villeneuve,BAR,2002 Canadian Grand Prix
1,1:35:07.426,60,10,Rubens Barrichello,Ferrari,2002 European Grand Prix
2,+0.294,60,6,Michael Schumacher,Ferrari,2002 European Grand Prix
3,+46.435,60,4,Kimi Räikkönen,McLaren,2002 European Grand Prix
4,+1:06.963,60,3,Ralf Schumacher,Williams,2002 European Grand Prix
5,+1:16.944,60,2,Jenson Button,Renault,2002 European Grand Prix
6,+1 Lap,59,1,Felipe Massa,Sauber,2002 European Grand Prix
7,+1 Lap,59,0,Nick Heidfeld,Sauber,2002 European Grand Prix
8,+1 Lap,59,0,Jarno Trulli,Renault,2002 European Grand Prix
9,+1 Lap,59,0,Olivier Panis,BAR,2002 European Grand Prix
10,+1 Lap,59,0,Pedro de la Rosa,Jaguar,2002 European Grand Prix
11,+1 Lap,59,0,Enrique Bernoldi,Arrows,2002 European Grand Prix
12,+1 Lap,59,0,Jacques Villeneuve,BAR,2002 European Grand Prix
13,+1 Lap,59,0,Heinz-Harald Frentzen,Arrows,2002 European Grand Prix
14,+1 Lap,59,0,Allan McNish,Toyota,2002 European Grand Prix
15,+2 Laps,58,0,Mark Webber,Minardi,2002 European Grand Prix
16,+2 Laps,58,0,Takuma Sato,Jordan,2002 European Grand Prix
,Gearbox,51,0,Mika Salo,Toyota,2002 European Grand Prix
,Hydraulics,48,0,Alex Yoong,Minardi,2002 European Grand Prix
,Hydraulics,41,0,Eddie Irvine,Jaguar,2002 European Grand Prix
,Collision,27,0,Juan Pablo Montoya,Williams,2002 European Grand Prix
,Collision,27,0,David Coulthard,McLaren,2002 European Grand Prix
,Accident,26,0,Giancarlo Fisichella,Jordan,2002 European Grand Prix
1,1:31:45.015,60,10,Michael Schumacher,Ferrari,2002 British Grand Prix
2,+14.578,60,6,Rubens Barrichello,Ferrari,2002 British Grand Prix
3,+31.661,60,4,Juan Pablo Montoya,Williams,2002 British Grand Prix
4,+1 Lap,59,3,Jacques Villeneuve,BAR,2002 British Grand Prix
5,+1 Lap,59,2,Olivier Panis,BAR,2002 British Grand Prix
6,+1 Lap,59,1,Nick Heidfeld,Sauber,2002 British Grand Prix
7,+1 Lap,59,0,Giancarlo Fisichella,Jordan,2002 British Grand Prix
8,+1 Lap,59,0,Ralf Schumacher,Williams,2002 British Grand Prix
9,+1 Lap,59,0,Felipe Massa,Sauber,2002 British Grand Prix
10,+2 Laps,58,0,David Coulthard,McLaren,2002 British Grand Prix
11,+2 Laps,58,0,Pedro de la Rosa,Jaguar,2002 British Grand Prix
12,Wheel,54,0,Jenson Button,Renault,2002 British Grand Prix
,Engine,50,0,Takuma Sato,Jordan,2002 British Grand Prix
,Engine,44,0,Kimi Räikkönen,McLaren,2002 British Grand Prix
,Electronics,29,0,Jarno Trulli,Renault,2002 British Grand Prix
,Driveshaft,28,0,Enrique Bernoldi,Arrows,2002 British Grand Prix
,Spun off,23,0,Eddie Irvine,Jaguar,2002 British Grand Prix
,Engine,20,0,Heinz-Harald Frentzen,Arrows,2002 British Grand Prix
,Drivetrain,15,0,Mika Salo,Toyota,2002 British Grand Prix
,Clutch,9,0,Mark Webber,Minardi,2002 British Grand Prix
,Clutch,0,0,Allan McNish,Toyota,2002 British Grand Prix
1,1:32:09.837,72,10,Michael Schumacher,Ferrari,2002 French Grand Prix
2,+1.104,72,6,Kimi Räikkönen,McLaren,2002 French Grand Prix
3,+31.975,72,4,David Coulthard,McLaren,2002 French Grand Prix
4,+40.675,72,3,Juan Pablo Montoya,Williams,2002 French Grand Prix
5,+41.772,72,2,Ralf Schumacher,Williams,2002 French Grand Prix
6,+1 Lap,71,1,Jenson Button,Renault,2002 French Grand Prix
7,+1 Lap,71,0,Nick Heidfeld,Sauber,2002 French Grand Prix
8,+1 Lap,71,0,Mark Webber,Minardi,2002 French Grand Prix
9,+2 Laps,70,0,Pedro de la Rosa,Jaguar,2002 French Grand Prix
10,+4 Laps,68,0,Alex Yoong,Minardi,2002 French Grand Prix
11,Engine,65,0,Allan McNish,Toyota,2002 French Grand Prix
,Rear wing,52,0,Eddie Irvine,Jaguar,2002 French Grand Prix
,Engine,49,0,Jarno Trulli,Renault,2002 French Grand Prix
,Mechanical,48,0,Felipe Massa,Sauber,2002 French Grand Prix
,Engine,48,0,Mika Salo,Toyota,2002 French Grand Prix
,Engine,35,0,Jacques Villeneuve,BAR,2002 French Grand Prix
,Accident,29,0,Olivier Panis,BAR,2002 French Grand Prix
,Spun off,23,0,Takuma Sato,Jordan,2002 French Grand Prix
,Did not qualify,0,0,Heinz-Harald Frentzen,Arrows,2002 French Grand Prix
,Did not qualify,0,0,Enrique Bernoldi,Arrows,2002 French Grand Prix
,Injury,0,0,Giancarlo Fisichella,Jordan,2002 French Grand Prix
,Ignition,0,0,Rubens Barrichello,Ferrari,2002 French Grand Prix
1,1:27:52.078,67,10,Michael Schumacher,Ferrari,2002 German Grand Prix
2,+10.503,67,6,Juan Pablo Montoya,Williams,2002 German Grand Prix
3,+14.466,67,4,Ralf Schumacher,Williams,2002 German Grand Prix
4,+23.195,67,3,Rubens Barrichello,Ferrari,2002 German Grand Prix
5,+1 Lap,66,2,David Coulthard,McLaren,2002 German Grand Prix
6,+1 Lap,66,1,Nick Heidfeld,Sauber,2002 German Grand Prix
7,+1 Lap,66,0,Felipe Massa,Sauber,2002 German Grand Prix
8,+1 Lap,66,0,Takuma Sato,Jordan,2002 German Grand Prix
9,+1 Lap,66,0,Mika Salo,Toyota,2002 German Grand Prix
,Engine,59,0,Giancarlo Fisichella,Jordan,2002 German Grand Prix
,Spun off,59,0,Kimi Räikkönen,McLaren,2002 German Grand Prix
,Brakes,57,0,Eddie Irvine,Jaguar,2002 German Grand Prix
,Engine,48,0,Enrique Bernoldi,Arrows,2002 German Grand Prix
,Engine,39,0,Olivier Panis,BAR,2002 German Grand Prix
,Spun off,36,0,Jarno Trulli,Renault,2002 German Grand Prix
,Gearbox,27,0,Jacques Villeneuve,BAR,2002 German Grand Prix
,Engine,24,0,Jenson Button,Renault,2002 German Grand Prix
,Hydraulics,23,0,Mark Webber,Minardi,2002 German Grand Prix
,Engine,23,0,Allan McNish,Toyota,2002 German Grand Prix
,Hydraulics,18,0,Heinz-Harald Frentzen,Arrows,2002 German Grand Prix
,Transmission,0,0,Pedro de la Rosa,Jaguar,2002 German Grand Prix
1,1:41:49.001,77,10,Rubens Barrichello,Ferrari,2002 Hungarian Grand Prix
2,+0.434,77,6,Michael Schumacher,Ferrari,2002 Hungarian Grand Prix
3,+13.356,77,4,Ralf Schumacher,Williams,2002 Hungarian Grand Prix
4,+29.479,77,3,Kimi Räikkönen,McLaren,2002 Hungarian Grand Prix
5,+37.800,77,2,David Coulthard,McLaren,2002 Hungarian Grand Prix
6,+1:08.804,77,1,Giancarlo Fisichella,Jordan,2002 Hungarian Grand Prix
7,+1:13.612,77,0,Felipe Massa,Sauber,2002 Hungarian Grand Prix
8,+1 Lap,76,0,Jarno Trulli,Renault,2002 Hungarian Grand Prix
9,+1 Lap,76,0,Nick Heidfeld,Sauber,2002 Hungarian Grand Prix
10,+1 Lap,76,0,Takuma Sato,Jordan,2002 Hungarian Grand Prix
11,+1 Lap,76,0,Juan Pablo Montoya,Williams,2002 Hungarian Grand Prix
12,+1 Lap,76,0,Olivier Panis,BAR,2002 Hungarian Grand Prix
13,+2 Laps,75,0,Pedro de la Rosa,Jaguar,2002 Hungarian Grand Prix
14,+2 Laps,75,0,Allan McNish,Toyota,2002 Hungarian Grand Prix
15,+2 Laps,75,0,Mika Salo,Toyota,2002 Hungarian Grand Prix
16,+2 Laps,75,0,Mark Webber,Minardi,2002 Hungarian Grand Prix
,Spun off,58,0,Anthony Davidson,Minardi,2002 Hungarian Grand Prix
,Spun off,30,0,Jenson Button,Renault,2002 Hungarian Grand Prix
,Engine,23,0,Eddie Irvine,Jaguar,2002 Hungarian Grand Prix
,Transmission,20,0,Jacques Villeneuve,BAR,2002 Hungarian Grand Prix
1,1:21:20.634,44,10,Michael Schumacher,Ferrari,2002 Belgian Grand Prix
2,+1.977,44,6,Rubens Barrichello,Ferrari,2002 Belgian Grand Prix
3,+18.445,44,4,Juan Pablo Montoya,Williams,2002 Belgian Grand Prix
4,+19.357,44,3,David Coulthard,McLaren,2002 Belgian Grand Prix
5,+56.440,44,2,Ralf Schumacher,Williams,2002 Belgian Grand Prix
6,+1:17.370,44,1,Eddie Irvine,Jaguar,2002 Belgian Grand Prix
7,+1:17.809,44,0,Mika Salo,Toyota,2002 Belgian Grand Prix
8,+1:19.855,44,0,Jacques Villeneuve,BAR,2002 Belgian Grand Prix
9,+1 Lap,43,0,Allan McNish,Toyota,2002 Belgian Grand Prix
10,+1 Lap,43,0,Nick Heidfeld,Sauber,2002 Belgian Grand Prix
11,+1 Lap,43,0,Takuma Sato,Jordan,2002 Belgian Grand Prix
12,Engine,39,0,Olivier Panis,BAR,2002 Belgian Grand Prix
,Engine,38,0,Giancarlo Fisichella,Jordan,2002 Belgian Grand Prix
,Suspension,37,0,Pedro de la Rosa,Jaguar,2002 Belgian Grand Prix
,Engine,37,0,Felipe Massa,Sauber,2002 Belgian Grand Prix
,Engine,35,0,Jarno Trulli,Renault,2002 Belgian Grand Prix
,Engine,35,0,Kimi Räikkönen,McLaren,2002 Belgian Grand Prix
,Spun off,17,0,Anthony Davidson,Minardi,2002 Belgian Grand Prix
,Engine,10,0,Jenson Button,Renault,2002 Belgian Grand Prix
,Gearbox,4,0,Mark Webber,Minardi,2002 Belgian Grand Prix
1,1:16:19.982,53,10,Rubens Barrichello,Ferrari,2002 Italian Grand Prix
2,+0.255,53,6,Michael Schumacher,Ferrari,2002 Italian Grand Prix
3,+52.579,53,4,Eddie Irvine,Jaguar,2002 Italian Grand Prix
4,+58.219,53,3,Jarno Trulli,Renault,2002 Italian Grand Prix
5,+1:07.770,53,2,Jenson Button,Renault,2002 Italian Grand Prix
6,+1:08.491,53,1,Olivier Panis,BAR,2002 Italian Grand Prix
7,+1:09.047,53,0,David Coulthard,McLaren,2002 Italian Grand Prix
8,+1:10.891,53,0,Giancarlo Fisichella,Jordan,2002 Italian Grand Prix
9,+1:21.068,53,0,Jacques Villeneuve,BAR,2002 Italian Grand Prix
10,+1:22.046,53,0,Nick Heidfeld,Sauber,2002 Italian Grand Prix
11,+1 Lap,52,0,Mika Salo,Toyota,2002 Italian Grand Prix
12,+1 Lap,52,0,Takuma Sato,Jordan,2002 Italian Grand Prix
13,+6 Laps,47,0,Alex Yoong,Minardi,2002 Italian Grand Prix
,Chassis,33,0,Juan Pablo Montoya,Williams,2002 Italian Grand Prix
,Engine,29,0,Kimi Räikkönen,McLaren,2002 Italian Grand Prix
,Engine,20,0,Mark Webber,Minardi,2002 Italian Grand Prix
,Collision,16,0,Felipe Massa,Sauber,2002 Italian Grand Prix
,Collision,15,0,Pedro de la Rosa,Jaguar,2002 Italian Grand Prix
,Suspension,12,0,Allan McNish,Toyota,2002 Italian Grand Prix
,Engine,4,0,Ralf Schumacher,Williams,2002 Italian Grand Prix
1,1:31:08.0,73,10,Rubens Barrichello,Ferrari,2002 United States Grand Prix
2,+0.011,73,6,Michael Schumacher,Ferrari,2002 United States Grand Prix
3,+7.799,73,4,David Coulthard,McLaren,2002 United States Grand Prix
4,+9.911,73,3,Juan Pablo Montoya,Williams,2002 United States Grand Prix
5,+56.847,73,2,Jarno Trulli,Renault,2002 United States Grand Prix
6,+58.211,73,1,Jacques Villeneuve,BAR,2002 United States Grand Prix
7,+1 Lap,72,0,Giancarlo Fisichella,Jordan,2002 United States Grand Prix
8,+1 Lap,72,0,Jenson Button,Renault,2002 United States Grand Prix
9,+1 Lap,72,0,Nick Heidfeld,Sauber,2002 United States Grand Prix
10,+1 Lap,72,0,Eddie Irvine,Jaguar,2002 United States Grand Prix
11,+1 Lap,72,0,Takuma Sato,Jordan,2002 United States Grand Prix
12,+1 Lap,72,0,Olivier Panis,BAR,2002 United States Grand Prix
13,+2 Laps,71,0,Heinz-Harald Frentzen,Sauber,2002 United States Grand Prix
